,country,page,revision_id,article_quality,population
3600,Iraq,Salim al-Jabouri,804479982,Start,40.2
3601,Iraq,Ziyad Cattan,804490490,Start,40.2
3602,Iraq,Muhammad Amin Zaki,804957306,Start,40.2
3603,Iraq,Abdul-Hussein Abtaan,805518971,Stub,40.2
3604,Iraq,Abdullah Kadhem Ruaid,805857976,Stub,40.2
3605,Iraq,Vian Dakhil,805921006,C,40.2
3606,Iraq,Tahseen Said,805923289,Start,40.2
3607,Iraq,Atheel al-Nujaifi,805923589,Stub,40.2
3608,Iraq,Barham Salih,805966903,Start,40.2
3609,Iraq,Kosrat Rasul Ali,806053871,C,40.2
3610,Iraq,Leyla Qasim,806393629,Start,40.2
3611,Iraq,Mustafa Barzani,806400094,B,40.2
3612,Iraq,Ayad Allawi,806417674,C,40.2
3613,Iraq,Ali Bapir,806637284,Start,40.2
3614,Iraq,Fuad Masum,806673577,C,40.2
3615,Iraq,Hikmat Sulayman,806726523,Start,40.2
3616,Iraq,Widad Akrawi,806829186,C,40.2
3617,Iraq,'Abd al-Ilah,806964376,C,40.2
3618,Iraq,Najmiddin Karim,807042367,C,40.2
3619,Iraq,Saddam Hussein,807263780,B,40.2
3620,Iraq,Mullah Krekar,807356662,C,40.2
3621,Iraq,Faisal I of Iraq,807393478,C,40.2
3622,Iraq,Saadeddin Arkej,807394752,Stub,40.2
3623,Iraq,"List of members of the Council of Representatives of Iraq, 2005–2010",807395830,B,40.2
3624,Iraq,Abu Bakr al-Baghdadi,807418493,GA,40.2
3625,Iraq,Namaa Alward,807464970,Stub,40.2
3626,Nepal,Template:Nepal-politician-stub,394580939,Stub,29.7
3627,Nepal,Template:Nepal-diplomat-stub,539244575,Stub,29.7
3628,Nepal,Narayan Sharma Paudel,671903264,Stub,29.7
3629,Nepal,Pradip Kumar Gyawali,695644408,Start,29.7
3630,Nepal,Tek Bahadur Gurung,697556836,Start,29.7
3631,Nepal,Rameshwor Phuyal,698241676,Stub,29.7
3632,Nepal,Rishi Kattel,698253253,Stub,29.7
3633,Nepal,Sushila Chaudhary,698571611,Stub,29.7
3634,Nepal,Mahendra Dhoj G.C.,698571613,Stub,29.7
3635,Nepal,Sher Bahadur Tamang,698571631,Stub,29.7
3636,Nepal,Hari Bahadur Khadka,698571634,Stub,29.7
3637,Nepal,Tirtha Bahadur Lama,698571661,Stub,29.7
3638,Nepal,Vishwendraman Pashwan,698571662,Stub,29.7
3639,Nepal,Tuluram Rajbanshi,698571672,Stub,29.7
3640,Nepal,Hari Lal Joshi,698571717,Stub,29.7
3641,Nepal,Arjun Jang Bahadur Singh,698571731,Stub,29.7
3642,Nepal,Prem Lal Singh,698571738,Stub,29.7
3643,Nepal,Sebaki Devi Das Tatma,698571745,Stub,29.7
3644,Nepal,Chandra Bahadur Gurung,698571747,Stub,29.7
3645,Nepal,Krishna Das Shrestha,698571748,Stub,29.7
3646,Nepal,Om Prakash Yadav Gulzari,698571750,Stub,29.7
3647,Nepal,Omprakash Yadav,698571758,Stub,29.7
3648,Nepal,Hari Parajuli,698571782,Start,29.7
3649,Nepal,Ishwar Dayal Mishra,698571785,Stub,29.7
3650,Nepal,Sher Dhan Rai,698571803,Stub,29.7
3651,Nepal,Bhim Bahadur Tamang,698572100,Start,29.7
3652,Nepal,Bedanand Jha,698572160,Stub,29.7
3653,Nepal,Mohan Prasad Pandey,698572183,Stub,29.7
3654,Nepal,Shekha Nath Adhikari,698572200,Stub,29.7
3655,Nepal,Dev Raj Joshi,698572239,Stub,29.7
3656,Nepal,Tarinee Datt Chataut,698572252,Stub,29.7
3657,Nepal,Rabindra Nath Sharma,698572269,Stub,29.7
3658,Nepal,Tek Bahadur Chokhyal,698572288,Stub,29.7
3659,Nepal,Dip Kumar Upadhaya (Lamichhane),698572291,Stub,29.7
3660,Nepal,Brijesh Kumar Gupta,698572322,Stub,29.7
3661,Nepal,Harka Bahadur Singh,698572326,Stub,29.7
3662,Nepal,Mohammad Estiyak Rai,698573619,Stub,29.7
3663,Nepal,Rameshwor Prasad Dhungel,698573648,Stub,29.7
3664,Nepal,Parbati Chaudhary,698573657,Stub,29.7
3665,Nepal,Ram Hari Subedi,698573663,Stub,29.7
3666,Nepal,Malabar Singh Thapa,698573690,Stub,29.7
3667,Nepal,Yagya Bahadur Basnyat,698573707,Stub,29.7
3668,Nepal,Narayan Singh Pun,698573738,Stub,29.7
3669,Nepal,Ram Ayodhya Prasad Yadav,698575586,Stub,29.7
3670,Nepal,Ramnath Dhakal,698575613,Stub,29.7
3671,Nepal,Sher Bahadur Kunwor,698575620,Stub,29.7
3672,Nepal,Ram Bir Manandhar,698575646,Stub,29.7
3673,Nepal,Radhe Chandra Yadav,698575662,Stub,29.7
3674,Nepal,Til Kumar Menyangbo Limbu,698575677,Stub,29.7
3675,Nepal,Tirtha Ram Dangol,698575695,Stub,29.7
3676,Nepal,Rajendra Kumar KC,698575714,Stub,29.7
3677,Nepal,Lekh Nath Neupane,698582041,Stub,29.7
3678,Nepal,Kumar Lingden,701431224,Stub,29.7
3679,Nepal,Sita Subedi,704369545,Stub,29.7
3680,Nepal,Muhammad Okil Musalman,709511295,Stub,29.7
3681,Nepal,Romy Gauchan Thakali,710416217,Stub,29.7
3682,Nepal,Gehendra Giri,710418415,Stub,29.7
3683,Nepal,Shanker Prasad Pandey,710421408,Stub,29.7
3684,Nepal,Tanka Prasad Sharma Kadel,711115345,Stub,29.7
3685,Nepal,Mukunda Neupane,715042514,Stub,29.7
3686,Nepal,Mohammed Aftab Aalam,715340094,Stub,29.7
3687,Nepal,Bal Bahadur Rai,715562284,Stub,29.7
3688,Nepal,Prakash Sharma Poudel,717769920,Stub,29.7
3689,Nepal,Hridayesh Tripathi,724286796,Stub,29.7
3690,Nepal,Bishnu Prasad Paudel,730355265,Stub,29.7
3691,Nepal,Janata Dal (Samajbadi Prajatantrik),730958820,Stub,29.7
3692,Nepal,Sahana Pradhan,731298989,Start,29.7
3693,Nepal,Prakash Koirala,731622427,Stub,29.7
3694,Nepal,Bhishmaraj Angdembe,735844325,Stub,29.7
3695,Nepal,Hem Bahadur Malla,739428787,Stub,29.7
3696,Nepal,Dal Bahadur Sunar,739491661,Stub,29.7
3697,Nepal,Kripasur Sherpa,739493409,Stub,29.7
3698,Nepal,Takashi Miyahara,740523875,Stub,29.7
3699,Nepal,Arjun Rai,742602852,Stub,29.7
3700,Nepal,Bam Shah,742768404,Start,29.7
3701,Nepal,Jagannath Acharya,746190781,Stub,29.7
3702,Nepal,Bhimsen Das Pradhan,747276063,Stub,29.7
3703,Nepal,Bishnu Pratap Shah,747589700,C,29.7
3704,Nepal,Buddhiram Bhandari,748762843,Stub,29.7
3705,Nepal,Sarad Singh Bhandari,748998101,Stub,29.7
3706,Nepal,Ajaya Kumar Chaurasiya Barai,749323690,Stub,29.7
3707,Nepal,Damodar Bastakoti,749397513,Stub,29.7
3708,Nepal,Shiv Raj Joshi,749401183,Stub,29.7
3709,Nepal,Shiv Prasad Humagain,749467175,Stub,29.7
3710,Nepal,Umesh Prasad Giri,749472147,Stub,29.7
3711,Nepal,Damber Dhoj Tumbahamphe,749490701,Stub,29.7
3712,Nepal,Indra Bahadur Khatri,749510545,Stub,29.7
3713,Nepal,Krishna Kishor Ghimire,749561118,Stub,29.7
3714,Nepal,Rhidya Ram Thani,749673540,Stub,29.7
3715,Nepal,Uma Kanta Chaudhari,749717139,Stub,29.7
3716,Nepal,Aananda Pokharel,749931170,Stub,29.7
3717,Nepal,Puskar Nath Ojha,749948624,Stub,29.7
3718,Nepal,Gyanu K.C.,749953370,Stub,29.7
3719,Nepal,Mahendra Kumar Roy,749957851,Stub,29.7
3720,Nepal,Damber Singh Sambahamphe,749969158,Stub,29.7
3721,Nepal,Muga Lal Mahato,749974899,Stub,29.7
3722,Nepal,Sabitri Bogati (Pathak),750056336,Stub,29.7
3723,Nepal,Ram Bahadur Bista,750067498,Stub,29.7
3724,Nepal,Ram Nath Adhikari,750079557,Stub,29.7
3725,Nepal,Bir Bahadur Thagunna,750159706,Stub,29.7
3726,Nepal,Chin Kaji Shrestha,750921649,Stub,29.7
3727,Nepal,Baban Singh,751327224,Start,29.7
3728,Nepal,Dal Singh Thapa,752922581,Stub,29.7
3729,Nepal,Deepak Giri,753971771,Stub,29.7
3730,Nepal,Dinesh Chandra Yadav (Nepal),754563037,Stub,29.7
3731,Nepal,Udaya Shumsher Rana,755193594,Stub,29.7
3732,Nepal,Buddha Sayami,757298396,Stub,29.7
3733,Nepal,Farmulla Mansur,757308555,Stub,29.7
3734,Nepal,Pramesh Kumar Hamal,758048616,Stub,29.7
3735,Nepal,Hasina Miya,760479746,Stub,29.7
3736,Nepal,Pushpa Raj Pokharel,763060738,Stub,29.7
3737,Nepal,Dilli Raj Sharma,763316002,Stub,29.7
3738,Nepal,Shanta Chaudhary,765551216,Stub,29.7
3739,Nepal,Bhola Nath Chalise,766543058,C,29.7
3740,Nepal,Abhishek Pratap Shah,767077763,Start,29.7
3741,Nepal,Gopal Rai (Nepal),767559673,Stub,29.7
3742,Nepal,Kali Bahadur Sahakri,767733033,Stub,29.7
3743,Nepal,Yadav Kant Silwal,768099492,Stub,29.7
3744,Nepal,Yadunath Khanal,768116559,Start,29.7
3745,Nepal,Pushpa Lal Shrestha,768161038,Start,29.7
3746,Nepal,Ram Hari Dhungel,770567160,Stub,29.7
3747,Nepal,Sujata Koirala,771222514,Start,29.7
3748,Nepal,Laxman Rajbanshi,771890923,Stub,29.7
3749,Nepal,Yuvaraj Adhikari,771927343,Start,29.7
3750,Nepal,Hari Bahadur Rai,773355081,Stub,29.7
3751,Nepal,Hit Kaji Gurung,773675074,Stub,29.7
3752,Nepal,Gobinda Bahadur Shah,774251635,Stub,29.7
3753,Nepal,Leela Mani Paudyal,774339480,Start,29.7
3754,Nepal,Shashi Shrestha,775644962,Stub,29.7
3755,Nepal,Sunil Bahadur Thapa,775696067,Stub,29.7
3756,Nepal,Jagya Bahadur Shahi,775838403,Stub,29.7
3757,Nepal,Janak Raj Giri,776105507,Stub,29.7
3758,Nepal,Janardan Dhakal,776107238,Stub,29.7
3759,Nepal,Renu Kumari Yadav,776562044,Start,29.7
3760,Nepal,Ashok Rai,776752110,Stub,29.7
3761,Nepal,Sanjay Gautam,776763129,Stub,29.7
3762,Nepal,Kailash Nath Kasudhan,778124875,Stub,29.7
3763,Nepal,Kanchan Chandra Bade,778245753,Stub,29.7
3764,Nepal,Karna Bahadur Thapa,778366614,Stub,29.7
3765,Nepal,Shailaja Acharya,779367789,Stub,29.7
3766,Nepal,Urmila Aryal,779371213,Stub,29.7
3767,Nepal,Astalaxmi Shakya,779371441,C,29.7
3768,Nepal,Kul Bahadur Gurung,779406085,Start,29.7
3769,Nepal,Keshar Man Rokka,779732947,Stub,29.7
3770,Nepal,Keshav Prasad Mainali,779743874,Stub,29.7
3771,Nepal,Laxmi Prasad Pokhrel,780054277,Stub,29.7
3772,Nepal,Sapana Pradhan Malla,780713543,Stub,29.7
3773,Nepal,Gangalal Shrestha,781319698,C,29.7
3774,Nepal,Chandra Maharjan,781624766,Start,29.7
3775,Nepal,Arjun Bahadur Thapa,782205382,Start,29.7
3776,Nepal,Khum Bahadur Khadka,782694606,Stub,29.7
3777,Nepal,Madan Bahadur Amatya,782872089,Stub,29.7
3778,Nepal,Mahadev Gurung,782967037,Stub,29.7
3779,Nepal,Gopal Man Shrestha,785132384,Stub,29.7
3780,Nepal,Mohan Bikram Singh,785298835,Start,29.7
3781,Nepal,Arjun Karki,785493919,Start,29.7
3782,Nepal,Fateh Jung Shah,785615221,Start,29.7
3783,Nepal,Chautariya Pushkar Shah,785618454,C,29.7
3784,Nepal,Salma Khatoon Mikrani,785849982,Start,29.7
3785,Nepal,Binda Pandey,785850358,Start,29.7
3786,Nepal,Ranadhoj Thapa,785901319,Stub,29.7
3787,Nepal,Raj Rajeshwari Devi,786590201,Start,29.7
3788,Nepal,Subarna Prabha Devi,786803221,Start,29.7
3789,Nepal,Gore Bahadur Khapangi,787018602,Stub,29.7
3790,Nepal,Prem Bahadur Kansakar,787545384,C,29.7
3791,Nepal,Abhiman Singh Basnet,787885133,Stub,29.7
3792,Nepal,Bal Krishna Khand,788114617,Stub,29.7
3793,Nepal,Nilam K.C. (Khadka),788177506,Stub,29.7
3794,Nepal,Shukraraj Shastri,788244527,C,29.7
3795,Nepal,Prem Bahadur Singh,788424471,Start,29.7
3796,Nepal,Amar Bahadur Thapa,788748589,Stub,29.7
3797,Nepal,Jaybahadur Hitan Magar,788844423,Start,29.7
3798,Nepal,Amrita Agrahari,788912845,Stub,29.7
3799,Nepal,Bal Bahadur K.C.,789114546,Stub,29.7
3800,Nepal,Damodar Bhandari,789556284,Stub,29.7
3801,Nepal,Dev Raj Bhar,789556288,Stub,29.7
3802,Nepal,Amrit Kumar Bohara,789556294,Stub,29.7
3803,Nepal,Bam Dev Gautam,789556299,Start,29.7
3804,Nepal,Kiran Gurung,789556305,Stub,29.7
3805,Nepal,Man Prasad Khatri,789556309,Stub,29.7
3806,Nepal,Nezma Khatun,789556315,Stub,29.7
3807,Nepal,Lal Babu Pandit,789556334,Start,29.7
3808,Nepal,Ananta Prasad Paudel,789556338,Stub,29.7
3809,Nepal,Shankar Pokhrel,789556345,Start,29.7
3810,Nepal,Lal Bahadur Rawal,789556351,Stub,29.7
3811,Nepal,Nar Bahadur Chand,789556366,Stub,29.7
3812,Nepal,Sushila Swar,789669405,Stub,29.7
3813,Nepal,Naradmuni Thulung,789964485,Stub,29.7
3814,Nepal,Balbir Prasad Chaudhary,790494161,Stub,29.7
3815,Nepal,Subarna Shamsher Rana,790977376,C,29.7
3816,Nepal,Bharat Mohan Adhikari,791303774,Stub,29.7
3817,Nepal,Bhim Bahadur Rawal,791315512,Start,29.7
3818,Nepal,Bidur Prasad Sapkota,791370619,Stub,29.7
3819,Nepal,Sadrul Miya Haque,791531714,Stub,29.7
3820,Nepal,Ram Bachhan Ahir (Yadhav),791755741,Stub,29.7
3821,Nepal,Kamal Thapa,791812974,C,29.7
3822,Nepal,Padma Bahadur Khatri,791984174,Stub,29.7
3823,Nepal,Krishna Prasad Koirala,792718721,Stub,29.7
3824,Nepal,Tarini Prasad Koirala,792718795,Stub,29.7
3825,Nepal,Prakash Bahadur Gurung,793135581,Stub,29.7
3826,Nepal,Purna Kumar Sharma Limbu,793195755,Stub,29.7
3827,Nepal,Chitra Lekha Yadav,794034406,Stub,29.7
3828,Nepal,Nava Raj Subedi,794111191,Stub,29.7
3829,Nepal,Arzu Rana Deuba,794176429,Start,29.7
3830,Nepal,Bamsa Raj Pandey,795315245,Stub,29.7
3831,Nepal,Dhaniram Paudel,795545016,Stub,29.7
3832,Nepal,Narayan Prasad Adhikari,795545049,Stub,29.7
3833,Nepal,Bhagat Bahadur Baduwal,795545059,Stub,29.7
3834,Nepal,Dipak Bahadur K.C.,795545064,Stub,29.7
3835,Nepal,Mohan Baidya,795545068,Stub,29.7
3836,Nepal,Sudarshan Baral,795545072,Stub,29.7
3837,Nepal,Gunakhar Basyal,795545086,Stub,29.7
3838,Nepal,Lila Kumari Bhandari,795545088,Stub,29.7
3839,Nepal,Naresh Bhandari,795545091,Stub,29.7
3840,Nepal,Sharad Singh Bhandari,795545097,Stub,29.7
3841,Nepal,Tekendra Prasad Bhatt,795545103,Stub,29.7
3842,Nepal,Lekh Raj Bhatta,795545108,Stub,29.7
3843,Nepal,Khadga Bahadur Bishwakarma,795545123,Stub,29.7
3844,Nepal,Nara Bahadur Bista,795545125,Stub,29.7
3845,Nepal,Ram Bahadur Bohara,795545136,Stub,29.7
3846,Nepal,Sita Devi Boudel,795545139,Stub,29.7
3847,Nepal,Khem Bahadur Bum,795545146,Stub,29.7
3848,Nepal,Ramcharan Chaudhari (Tharu),795545166,Stub,29.7
3849,Nepal,Rupa So.Si. Chaudhari,795545168,Stub,29.7
3850,Nepal,Sarbottam Dangol,795545171,Start,29.7
3851,Nepal,Nav Raj Dhami,795545175,Stub,29.7
3852,Nepal,Chandra Prakash Gajurel,795545178,Stub,29.7
3853,Nepal,Shiv Raj Gautam,795545181,Stub,29.7
3854,Nepal,Jaypuri Gharti,795545184,Stub,29.7
3855,Nepal,Dharma Prasad Ghimire,795545186,Stub,29.7
3856,Nepal,Sushma Sharma Ghimire,795545189,Stub,29.7
3857,Nepal,Padma Jyoti,795545197,Stub,29.7
3858,Nepal,Hari Bhakta Kandel,795545202,Start,29.7
3859,Nepal,Gauri Shankar Khadka,795545210,Stub,29.7
3860,Nepal,Gopal Kirati,795545217,Stub,29.7
3861,Nepal,Narendra Bahadur Kunwor,795545225,Stub,29.7
3862,Nepal,Chinak Kurmi,795545231,Stub,29.7
3863,Nepal,Bishwodip Lingden Limbu,795545235,Stub,29.7
3864,Nepal,Hari Raj Limbu,795545236,Stub,29.7
3865,Nepal,Krishna Bahadur Mahara,795545244,Stub,29.7
3866,Nepal,Kali Bahadur Malla,795545246,Stub,29.7
3867,Nepal,Chandra Lal Meche,795545249,Stub,29.7
3868,Nepal,Farmud Nadaf,795545251,Stub,29.7
3869,Nepal,Satya Pahadi,795545255,Stub,29.7
3870,Nepal,Tilak Pariyar,795545256,Stub,29.7
3871,Nepal,Govinda Paudel,795545257,Stub,29.7
3872,Nepal,Purna Prasad Rajbansi,795545267,Stub,29.7
3873,Nepal,Top Bahadur Rayamajhi,795545269,Stub,29.7
3874,Nepal,Sarala Regmi,795545272,Stub,29.7
3875,Nepal,Hari Roka,795545275,Stub,29.7
3876,Nepal,Jun Kumari Roka (Oli),795545279,Stub,29.7
3877,Nepal,Bhakta Bahadur Shah,795545287,Stub,29.7
3878,Nepal,Dina Nath Sharma,795545295,Stub,29.7
3879,Nepal,Janardhan Sharma,795545296,Stub,29.7
3880,Nepal,Uma Kant Sharma,795545297,Stub,29.7
3881,Nepal,Narayan Kaji Shrestha,795545300,Start,29.7
3882,Nepal,Lila Kumari Bagale Somai,795545302,Stub,29.7
3883,Nepal,Purna Kumari Subedi,795545308,Stub,29.7
3884,Nepal,Surya Man Dong Tamang,795545312,Stub,29.7
3885,Nepal,Chandra Bahadur Thapa,795545313,Stub,29.7
3886,Nepal,Puran Rana Tharu,795545317,Stub,29.7
3887,Nepal,Santa Kumar Tharu,795545320,Stub,29.7
3888,Nepal,Padma Ratna Tuladhar,795545322,Stub,29.7
3889,Nepal,Ghan Shyam Yadav Ahir,795545325,Stub,29.7
3890,Nepal,Hisila Yami,795545327,Start,29.7
3891,Nepal,Ganesh Pandey,795733517,Stub,29.7
3892,Nepal,Renu Chand (Bhatt),796003172,Stub,29.7
3893,Nepal,Bir Man Chaudhari,796004114,Stub,29.7
3894,Nepal,Bishnu Prasad Chaudhari Tharu,796004417,Stub,29.7
3895,Nepal,Devi Lal Chaudhari,796004601,Stub,29.7
3896,Nepal,Krishna Kumar Chaudhari,796004910,Stub,29.7
3897,Nepal,Ishwor Pokhrel,796077511,Start,29.7
3898,Nepal,Ujwal Thapa,796263609,Start,29.7
3899,Nepal,Janak Kumari Chalise,796758612,Stub,29.7
3900,Nepal,Kashi Paudel,797028909,Stub,29.7
3901,Nepal,Shailendra Kumar Upadhyaya,797037642,Stub,29.7
3902,Nepal,Subash Chandra Nembang,797258929,Start,29.7
3903,Nepal,Bhagwan Das Gupta,797340061,Stub,29.7
3904,Nepal,Mirza Dilshad Beg,797358306,C,29.7
3905,Nepal,Khagaraj Adhikari,797737282,Stub,29.7
3906,Nepal,Chandeshwor Jha,798391286,Stub,29.7
3907,Nepal,Karn Jit Budhathoki,798499030,Stub,29.7
3908,Nepal,Dama Kumari Sharma,798740082,Stub,29.7
3909,Nepal,Damodar Chaudhary,798761142,Stub,29.7
3910,Nepal,Dan Bahadur Kurmi,798768262,Stub,29.7
3911,Nepal,Bimalendra Nidhi,799041422,Start,29.7
3912,Nepal,Raju Khanal,799471805,Stub,29.7
3913,Nepal,Dharma Ratna Yami,799796782,C,29.7
3914,Nepal,Dharma Sila Chapagain,799796850,Stub,29.7
3915,Nepal,Dhokal Singh Basnyat,799804010,Stub,29.7
3916,Nepal,Rabindra Prasad Adhikari,799872791,Stub,29.7
3917,Nepal,Taranath Ranabhat,799875035,Stub,29.7
3918,Nepal,Raj Bahadur Budha,799879889,Stub,29.7
3919,Nepal,Rajeshwor Devkota,799880466,Stub,29.7
3920,Nepal,Dil Bahadur Lama,799935568,C,29.7
3921,Nepal,Onsari Gharti Magar,799936907,Stub,29.7
3922,Nepal,Bijay Kumar Gachhadar,800080183,Stub,29.7
3923,Nepal,Sukra Raj Sonyok (Songyokpa),800271759,Stub,29.7
3924,Nepal,Durga Kumari B.K.,800426004,Stub,29.7
3925,Nepal,Sunil Babu Pant,800722705,Start,29.7
3926,Nepal,Tek Bahadur Basnet,800770669,Stub,29.7
3927,Nepal,Gajendra Narayan Singh,800819741,Start,29.7
3928,Nepal,Gopal Gurung,800996019,Stub,29.7
3929,Nepal,Smriti Narayan Chaudhari,801333359,Stub,29.7
3930,Nepal,Anil Kumar Jha,801388043,Stub,29.7
3931,Nepal,Narendra Bahadur Bum,801633800,Stub,29.7
3932,Nepal,Women's representation in the Parliament of Nepal,801943910,C,29.7
3933,Nepal,Laxmilal Chaudhary,802067300,Stub,29.7
3934,Nepal,Phulmati Devi Chaudhari,802070378,Stub,29.7
3935,Nepal,Tanka Prasad Acharya,802377774,Start,29.7
3936,Nepal,Mahesh Basnet,802513205,Start,29.7
3937,Nepal,Yadav Pant,802656262,Stub,29.7
3938,Nepal,Diamond Shumsher Rana,803171517,Stub,29.7
3939,Nepal,Ranajit Pande,803373329,Stub,29.7
3940,Nepal,Rajeev Jha,803406857,C,29.7
3941,Nepal,Pashupati Shamsher Jang Bahadur Rana,803503382,Stub,29.7
3942,Nepal,Yam Lal Kandel,803550981,Stub,29.7
3943,Nepal,Sant Kumar Tharu,803551005,Stub,29.7
3944,Nepal,Laxman Dutta Joshi,803551013,Stub,29.7
3945,Nepal,Shankar Bahadur Khadka,803551089,Stub,29.7
3946,Nepal,Bhanu Bhakta Joshi,803552116,Stub,29.7
3947,Nepal,Ram Karki,803770181,Stub,29.7
3948,Nepal,Queen Tripurasundari of Nepal,803873640,Start,29.7
3949,Nepal,Palten Gurung,804037480,Stub,29.7
3950,Nepal,Mohan Bahadur Basnet,804042739,Stub,29.7
3951,Nepal,Queen Aishwarya of Nepal,804236903,C,29.7
3952,Nepal,Rajendra Kharel,804536034,Stub,29.7
3953,Nepal,Gagan Singh Bhandari,804630130,Start,29.7
3954,Nepal,Thapa dynasty,804898732,C,29.7
3955,Nepal,Rana Jang Pande,804898881,C,29.7
3956,Nepal,Mathabarsingh Thapa,805259105,C,29.7
3957,Nepal,Shashanka Koirala,805346950,Stub,29.7
3958,Nepal,Gehendra Bahadur Rajbhandari,805365142,Stub,29.7
3959,Nepal,Sushila Karki,805576130,Start,29.7
3960,Nepal,Juddha Shumsher Jang Bahadur Rana,805749753,Stub,29.7
3961,Nepal,Padma Shumsher Jang Bahadur Rana,805750419,Stub,29.7
3962,Nepal,Minendra Rijal,805799545,Stub,29.7
3963,Nepal,Ranju Darshana,805877369,Start,29.7
3964,Nepal,Kirti Nidhi Bista,805933608,Stub,29.7
3965,Nepal,Lokendra Bahadur Chand,805933679,Stub,29.7
3966,Nepal,Pushpa Kamal Dahal,805933832,C,29.7
3967,Nepal,Krishna Prasad Bhattarai,805935219,C,29.7
3968,Nepal,Tulsi Giri,805935719,Start,29.7
3969,Nepal,Marich Man Singh Shrestha,805935806,Start,29.7
3970,Nepal,Man Mohan Adhikari,805935902,Start,29.7
3971,Nepal,Kunwar Inderjit Singh,805936167,Start,29.7
3972,Nepal,Dev Shumsher Jang Bahadur Rana,805936286,C,29.7
3973,Nepal,Madan Bhandari,806080630,C,29.7
3974,Nepal,Dilli Raman Regmi,806312831,Start,29.7
3975,Nepal,Prakash Chandra Lohani,806439588,Start,29.7
3976,Nepal,Bidya Sundar Shakya,806468208,Stub,29.7
3977,Nepal,Ranodip Singh Kunwar,806788025,Start,29.7
3978,Nepal,Mohan Baral,806868469,Stub,29.7
3979,Nepal,Rajanra KC,806975273,Stub,29.7
3980,Nepal,Pampha Bhusal,807147148,C,29.7
3981,Nepal,Khadga Prasad Oli,807157479,C,29.7
3982,Nepal,Rishi Devkota,807157750,Stub,29.7
3983,Nepal,Gyan Kumari Chantyal,807227907,Stub,29.7
3984,Nepal,Lucky Sherpa,807305558,Start,29.7
3985,Nepal,Suresh Ale Magar,807322037,Start,29.7
3986,Nepal,Bal Chandra Poudel,807359562,Start,29.7
3987,Sri Lanka,Template:SriLanka-politician-stub,394580993,Stub,21.7
3988,Sri Lanka,Template:SriLanka-mayor-stub,443632023,Stub,21.7
3989,Sri Lanka,Template:SriLanka-activist-stub,535446127,Stub,21.7
3990,Sri Lanka,List of Sri Lankan politicians,648048611,Stub,21.7
3991,Sri Lanka,Kumaraswamy Nandagopan,698946168,Stub,21.7
3992,Sri Lanka,V. Sivayogan,698946169,Stub,21.7
3993,Sri Lanka,P. Ariyaratnam,698947539,Stub,21.7
3994,Sri Lanka,V. Edirmannasingham,698947672,Stub,21.7
3995,Sri Lanka,K. Vignarajah,698947841,Stub,21.7
3996,Sri Lanka,M. Manickam,698948097,Stub,21.7
3997,Sri Lanka,S. R. P. Sraiva,698948150,Stub,21.7
3998,Sri Lanka,S. Pasupathipillai,699090098,Stub,21.7
3999,Sri Lanka,Ananda Kumarasiri,699090515,Stub,21.7
4000,Sri Lanka,Template:First Ladies of Sri Lanka,707820650,Start,21.7
4001,Sri Lanka,Jayanthi Pushpa Kumari,710816604,Stub,21.7
4002,Sri Lanka,European Radicals in Sri Lanka,716864173,Stub,21.7
4003,Sri Lanka,N. Indirakumar,722675400,Stub,21.7
4004,Sri Lanka,Vinthan Kanagaratnam,722675444,Stub,21.7
4005,Sri Lanka,R. Indrarajah,722676878,Stub,21.7
4006,Sri Lanka,T. Raviharan,722677260,Stub,21.7
4007,Sri Lanka,R. Thurairatnam,722677486,Stub,21.7
4008,Sri Lanka,Hugh Cleghorn (colonial administrator),744047617,Start,21.7
4009,Sri Lanka,Panagoda Maheswaran,748123297,Stub,21.7
4010,Sri Lanka,Pon Sivapalan,752955986,Stub,21.7
4011,Sri Lanka,Maheswary Velautham,753293620,Stub,21.7
4012,Sri Lanka,Niluka Ekanayake,756827676,Stub,21.7
4013,Sri Lanka,Evadne de Silva,757562160,Stub,21.7
4014,Sri Lanka,List of Mayors of Kandy,758203056,Start,21.7
4015,Sri Lanka,First Lady of Sri Lanka,759864025,Start,21.7
4016,Sri Lanka,Surangani Ellawala,765027027,Stub,21.7
4017,Sri Lanka,P. Coomaraswamy,765111299,Start,21.7
4018,Sri Lanka,Ven Kirantidiye Pannasekera,767817179,Stub,21.7
4019,Sri Lanka,Charles Edmund Wilkinson,768609609,Start,21.7
4020,Sri Lanka,List of Mayors of Galle,773280622,Start,21.7
4021,Sri Lanka,Viraj Mendis,774564930,Stub,21.7
4022,Sri Lanka,K. Swami Veerabahu,777946947,Stub,21.7
4023,Sri Lanka,K. T. Linganathan,777947056,Start,21.7
4024,Sri Lanka,List of Mayors of Batticaloa,781027117,Stub,21.7
4025,Sri Lanka,Chanaka Amaratunga,781103025,C,21.7
4026,Sri Lanka,M. Nadarajah,782696525,Stub,21.7
4027,Sri Lanka,M. Thiyagarajah,782701102,Stub,21.7
4028,Sri Lanka,Mary Kamala Gunaseelan,783808532,Stub,21.7
4029,Sri Lanka,Upatissa Gamanayake,784854380,Start,21.7
4030,Sri Lanka,A. Paranjothy,787146965,Stub,21.7
4031,Sri Lanka,Kumar Ponnambalam,787349924,GA,21.7
4032,Sri Lanka,K. Sayanthan,787441750,Stub,21.7
